@ HyperIMU -ianovir - 2018
@ Date:Tue Dec 10 13:37:45 GMT+05:30 2019, Sampling Rate:100ms

ST_LIS3DHTR.x,ST_LIS3DHTR.y,ST_LIS3DHTR.z,GRAVITY.x,GRAVITY.y,GRAVITY.z,GPS.lat,GPS.long,GPS.alt,NMEA.a,NMEA.b,NMEA.c
0.211,-0.134,9.707,0.042724,-0.081466,9.806213,28.718246666666666,77.133315,140.3,$GPGSV.4.3.15.32.28.069.21.1.193.22.114..16.19.169.14.7.10.15.136.*41,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.17.4.71.55.025.17.5.70.32.097.18.8.72.25.327.*4F
0.132,-0.134,9.707,0.049011,-0.094116,9.806076,28.718246666666666,77.133315,140.3,$GLGSV.3.2.9.74.13.200.19.4.80.13.029..87.08.297..86.07.243.*4A,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.13.0.09.55.034..02.55.166.25.1.05.50.215.*63
-0.102,-0.134,9.785,0.031768,-0.106842,9.806015,28.718246666666666,77.133315,140.3,$BDGSV.4.2.13.07.49.105.24.4.10.46.149.20.3.03.40.127..16.40.062.18.5*78,$BDGSV.4.3.13.06.37.066.15.4.20.24.317..25.17.041..01.15.104.*74,$BDGSV.4.4.13.13.12.181.18.1*45
0.132,-0.212,9.629,0.029937,-0.110351,9.805969,28.718246666666666,77.133315,140.3,$GAGSV.1.1.4.24.59.094.18.9.09.36.083.16.3.03.25.306..15.12.299.*5C,$GNRMC.080812.000.A.2843.0948.N.07707.9989.E.0.000.112.10.101219...A*44,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.024,-0.134,9.629,0.031799,-0.111907,9.805954,28.718246666666666,77.133315,140.3,$PMTKTSX1.51386.-2998.515.36.033.35.819.60e80000.-0.288333.-0.299851.-0.680446.-0.210381.1.460387.-0.311*06,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.054,-0.134,9.707,0.030532,-0.112899,9.805954,28.718246666666666,77.133315,140.3,$GNACCURACY.4.7*15,$PMTKAGC.080812.000.5050.4975.6493.6473.0.0.0*6B, 
0.289,-0.134,9.707,0.030654,-0.112655,9.805954,28.718246666666666,77.133315,140.3, , , 
0.054,-0.134,9.629,0.03128,-0.111618,9.805954,28.718246666666666,77.133315,140.3, , , 
0.132,-0.055,9.785,0.037628,-0.117187,9.805878,28.718246666666666,77.133315,140.3,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
-0.18,-0.134,9.864,0.049148,-0.121139,9.805771,28.718246666666666,77.133315,140.3,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.21.8.41.55.167.33.0.22.50.316.17.8.14.47.040.13.5*77,$GPGSV.4.2.15.26.40.145.30.8.01.36.265.17.4.194.35.062..03.28.320.13.0*5D
-0.024,-0.134,9.785,0.050323,-0.123535,9.80574,28.718246666666666,77.133315,140.3,$GPGSV.4.3.15.32.28.069.20.8.193.22.114..16.19.169.14.7.10.15.136.*49,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.9.71.55.025.18.3.70.32.097.18.8.72.25.327.*4A
-0.024,-0.055,9.707,0.025604,-0.124969,9.805817,28.718246666666666,77.133315,140.3,$GLGSV.3.2.9.74.13.200.19.3.80.13.029..87.08.297..86.07.243.*4D,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.14.4.09.55.034..02.55.166.25.1.05.50.215.*60
-0.102,-0.134,9.707,0.004272,-0.11473,9.805969,28.718246666666666,77.133315,140.3,$BDGSV.4.2.13.07.49.105.27.5.10.46.149.25.0.03.40.127..16.40.062.18.5*7C,$BDGSV.4.3.13.06.37.066.15.4.20.24.317..25.17.041..01.15.104.*74,$BDGSV.4.4.13.13.12.181.17.9*42
0.054,-0.055,9.707,-0.011062,-0.104492,9.806076,28.718246666666666,77.133315,140.3,$GAGSV.1.1.4.24.59.094.17.2.09.36.083.16.2.03.25.306..15.12.299.*59,$GNRMC.080813.000.A.2843.0948.N.07707.9989.E.0.000.112.10.101219...A*45,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.102,-0.134,9.707,-0.027557,-0.097,9.806122,28.718246666666666,77.133315,140.3,$PMTKTSX1.52386.-2910.393.35.968.35.772.61080000.-0.278848.-0.291039.-0.672508.-0.210381.1.460387.-0.311*5F,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.132,0.022,9.707,-0.025604,-0.094512,9.806152,28.718246666666666,77.133315,140.3,$GNACCURACY.4.7*15,$PMTKAGC.080813.000.4554.4166.6119.6097.0.0.0*69, 
0.132,-0.134,9.707,-0.024322,-0.099853,9.806107,28.718246666666666,77.133315,140.3, , , 
-0.18,-0.055,9.629,-0.035018,-0.11499,9.805908,28.718246666666666,77.133315,140.3, , , 
-0.259,-0.134,9.864,-0.068801,-0.118041,9.805695,28.718246666666666,77.133315,140.3,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
0.054,-0.212,9.707,-0.092224,-0.118713,9.805496,28.718246666666666,77.133315,140.3,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.12.2.41.55.167.34.0.22.50.316.18.2.14.47.040.13.8*72,$GPGSV.4.2.15.26.40.145.32.2.01.36.265.17.4.194.35.062..03.28.320.13.0*55
-0.102,-0.134,9.864,-0.098876,-0.118881,9.80542,28.718246666666666,77.133315,140.3,$GPGSV.4.3.15.32.28.069.20.5.193.22.114..16.19.169.19.1.10.15.136.*4F,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.17.3.71.55.025.18.7.70.32.097.18.8.72.25.327.*45
-0.337,-0.134,9.785,-0.133758,-0.118576,9.805008,28.718246666666666,77.133315,140.3,$GLGSV.3.2.9.74.13.200.19.6.80.13.029..87.08.297..86.07.243.*48,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.14.4.09.55.034..02.55.166.25.1.05.50.215.*60
-0.259,-0.134,9.785,-0.179458,-0.11676,9.804306,28.718246666666666,77.133315,140.3,$BDGSV.4.2.13.07.49.105.23.5.10.46.149.21.8.03.40.127..16.40.062.18.5*74,$BDGSV.4.3.13.06.37.066.12.9.20.24.317..25.17.041..01.15.104.*7E,$BDGSV.4.4.13.13.12.181.17.8*43
-0.102,-0.134,9.629,-0.187866,-0.115554,9.804169,28.718246666666666,77.133315,140.3,$GAGSV.1.1.4.24.59.094.15.5.09.36.083.17.3.03.25.306..15.12.299.*5C,$GNRMC.080814.000.A.2843.0948.N.07707.9989.E.0.000.112.10.101219...A*42,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.102,-0.212,9.785,-0.184814,-0.116409,9.804214,28.718246666666666,77.133315,140.3,$PMTKTSX1.53386.-2826.310.36.130.35.729.61260000.-0.269364.-0.282631.-1.076338.-0.210381.1.460387.-0.288*5B,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.024,-0.055,9.707,-0.176864,-0.11827,9.804337,28.718246666666666,77.133315,140.3,$GNACCURACY.4.6*14,$PMTKAGC.080814.000.4845.4882.6418.6268.0.0.0*66, 
-0.573,-0.369,9.864,-0.169265,-0.118331,9.804474,28.718246666666666,77.133315,140.3, , , 
-0.102,-0.055,9.785,-0.185699,-0.120925,9.804138,28.718246666666666,77.133315,140.3, , , 
-0.18,-0.134,9.707,-0.186325,-0.123794,9.804092,28.718246666666666,77.133315,140.3,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
-0.18,-0.134,9.707,-0.18962,-0.124847,9.804016,28.718246666666666,77.133315,140.3,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.23.3.41.55.167.34.0.22.50.316.13.5.14.47.040.18.8*76,$GPGSV.4.2.15.26.40.145.35.3.01.36.265.17.4.194.35.062..03.28.320.12.5*57
-0.18,-0.134,9.629,-0.201339,-0.125839,9.803772,28.718246666666666,77.133315,140.3,$GPGSV.4.3.15.32.28.069.13.6.193.22.114..16.19.169.19.1.10.15.136.*4C,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.17.1.71.55.025.18.2.70.32.097.18.5.72.25.327.*4F
-0.259,-0.212,9.707,-0.18103,-0.128234,9.804138,28.718246666666666,77.133315,140.3,$GLGSV.3.2.9.74.13.200.22.1.80.13.029..87.08.297..86.07.243.*47,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.5.09.55.034..02.55.166.25.0.05.50.215.*6C
-0.18,-0.134,9.707,-0.112228,-0.123672,9.805222,28.718246666666666,77.133315,140.3,$BDGSV.4.2.13.07.49.105.29.2.10.46.149.23.3.03.40.127..16.40.062.14.2*7B,$BDGSV.4.3.13.06.37.066.12.9.20.24.317..25.17.041..01.15.104.*7E,$BDGSV.4.4.13.13.12.181.17.7*4C
-0.18,-0.212,9.629,-0.096298,-0.125106,9.805374,28.718246666666666,77.133315,140.3,$GAGSV.1.1.4.24.59.094.17.4.09.36.083.16.8.03.25.306..15.12.299.*55,$GNRMC.080815.000.A.2843.0948.N.07707.9989.E.0.000.112.10.101219...A*43,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
-0.024,-0.212,9.629,-0.078155,-0.127883,9.805496,28.718246666666666,77.133315,140.3,$PMTKTSX1.54386.-2773.091.36.130.35.700.613a0000.-0.263673.-0.277309.-0.368825.-0.210381.1.460387.-0.280*0B,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.102,-0.055,9.707,-0.053558,-0.127716,9.805664,28.718246666666666,77.133315,140.3,$GNACCURACY.4.5*17,$PMTKAGC.080815.000.5053.5213.6457.6421.0.0.0*6A, 
-0.259,-0.212,9.55,-0.047424,-0.124588,9.80574,28.718246666666666,77.133315,140.3, , , 
0.054,-0.212,9.864,-0.057601,-0.123199,9.805695,28.718246666666666,77.133315,140.3, , , 
0.211,-0.134,9.785,-0.043914,-0.122909,9.805771,28.718141666666664,77.13323999999999,166.6,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
-0.18,-0.134,9.864,0.009597,-0.12004,9.805908,28.718141666666664,77.13323999999999,166.6,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.22.0.41.55.167.34.0.22.50.316.13.5.14.47.040.18.8*74,$GPGSV.4.2.15.26.40.145.27.6.01.36.265.14.3.194.35.062..03.28.320.12.5*55
0.211,-0.055,9.629,0.021972,-0.117187,9.805923,28.718141666666664,77.13323999999999,166.6,$GPGSV.4.3.15.32.28.069.13.6.193.22.114..16.19.169.13.0.10.15.136.*47,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.17.3.71.55.025.14.8.70.32.097.18.1.72.25.327.*4F
0.132,-0.055,9.785,0.065521,-0.117431,9.805725,28.718141666666664,77.13323999999999,166.6,$GLGSV.3.2.9.74.13.200.21.2.80.13.029..87.08.297..86.07.243.*47,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.5.09.55.034..02.55.166.25.0.05.50.215.*6C
-0.024,-0.134,9.707,0.133026,-0.117614,9.805038,28.718141666666664,77.13323999999999,166.6,$BDGSV.4.2.13.07.49.105.26.1.10.46.149.22.9.03.40.127..16.40.062.14.2*7C,$BDGSV.4.3.13.06.37.066.12.9.20.24.317..25.17.041..01.15.104.*7E,$BDGSV.4.4.13.13.12.181.17.8*43
0.054,-0.134,9.785,0.128784,-0.12471,9.805008,28.718141666666664,77.13323999999999,166.6,$GAGSV.1.1.4.24.59.094.17.4.09.36.083.18.0.03.25.306..15.12.299.*53,$GNRMC.080816.000.A.2843.0885.N.07707.9944.E.0.000.112.10.101219...A*41,$GNVTG.112.10.T..M.0.000.N.0.000.K.A*20
0.211,0.022,9.785,0.111129,-0.127731,9.805176,28.718141666666664,77.13323999999999,166.6,$PMTKTSX1.55386.-2749.773.36.130.35.688.61420000.-0.260512.-0.274977.-0.829767.-0.210381.1.460387.-0.280*5D,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.054,-0.134,9.785,0.123016,-0.115844,9.805191,28.718141666666664,77.13323999999999,166.6,$GNACCURACY.4.4*16,$PMTKAGC.080816.000.4507.4319.6399.6406.0.0.0*66, 
-0.024,-0.055,9.785,0.113098,-0.105773,9.80542,28.718141666666664,77.13323999999999,166.6, , , 
0.054,-0.134,9.629,0.0941,-0.102767,9.805649,28.718141666666664,77.13323999999999,166.6, , , 
-0.337,-0.055,9.785,0.09822,-0.102355,9.805618,28.718118333333337,77.13322166666667,172.7,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
-0.024,-0.134,9.864,0.062911,-0.107192,9.805862,28.718118333333337,77.13322166666667,172.7,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.22.0.41.55.167.34.0.22.50.316.13.5.14.47.040.18.5*79,$GPGSV.4.2.15.26.40.145.31.0.01.36.265.14.3.194.35.062..03.28.320.14.8*5F
0.054,-0.134,9.707,-0.006546,-0.126892,9.805817,28.718118333333337,77.13322166666667,172.7,$GPGSV.4.3.15.32.28.069.13.6.193.22.114..16.19.169.13.0.10.15.136.*47,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.17.1.71.55.025.14.8.70.32.097.17.5.72.25.327.*46
-0.18,-0.055,9.785,-0.029571,-0.135818,9.805664,28.718118333333337,77.13322166666667,172.7,$GLGSV.3.2.9.74.13.200.19.9.80.13.029..87.08.297..86.07.243.*47,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.18.5.09.55.034..02.55.166.25.0.05.50.215.*6C
-0.18,-0.212,9.707,-0.067489,-0.135543,9.805481,28.718118333333337,77.13322166666667,172.7,$BDGSV.4.2.13.07.49.105.26.4.10.46.149.25.9.03.40.127..16.40.062.14.2*7E,$BDGSV.4.3.13.06.37.066.12.9.20.24.317..25.17.041..01.15.104.*7E,$BDGSV.4.4.13.13.12.181.17.8*43
-0.337,-0.212,9.707,-0.091552,-0.1324,9.805328,28.718118333333337,77.13322166666667,172.7,$GAGSV.1.1.4.24.59.094.16.8.09.36.083.14.2.03.25.306..15.12.299.*50,$GNRMC.080817.000.A.2843.0871.N.07707.9933.E.0.000.110.52.101219...A*4F,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.18,-0.055,9.942,-0.068908,-0.126678,9.805588,28.718118333333337,77.13322166666667,172.7,$PMTKTSX1.56386.-2746.395.36.097.35.682.61460000.-0.259247.-0.274640.-0.926870.-0.210381.1.460387.-0.275*54,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.024,-0.134,9.864,-0.068161,-0.110748,9.805786,28.718118333333337,77.13322166666667,172.7,$GNACCURACY.4.3*11,$PMTKAGC.080817.000.4496.4662.6632.6471.0.0.0*63, 
-0.18,-0.134,9.864,-0.084854,-0.109634,9.805664,28.718118333333337,77.13322166666667,172.7, , , 
-0.18,-0.134,9.707,-0.107635,-0.110015,9.805435,28.718118333333337,77.13322166666667,172.7, , , 
-0.337,-0.134,9.785,-0.132156,-0.111831,9.805115,28.718095,77.133205,179.1,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
-0.18,-0.055,9.864,-0.159698,-0.11235,9.804703,28.718095,77.133205,179.1,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.18.6.41.55.167.34.0.22.50.316.11.6.14.47.040.18.3*71,$GPGSV.4.2.15.26.40.145.33.8.01.36.265.14.3.194.35.062..03.28.320.14.8*55
-0.102,-0.055,9.785,-0.211914,-0.113708,9.803696,28.718095,77.133205,179.1,$GPGSV.4.3.15.32.28.069.18.2.193.22.114..16.19.169.16.6.10.15.136.*4B,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.17.0.71.55.025.14.8.70.32.097.17.1.72.25.327.*43
-0.024,-0.055,9.707,-0.222106,-0.114135,9.803467,28.718095,77.133205,179.1,$GLGSV.3.2.9.74.13.200.20.8.80.13.029..87.08.297..86.07.243.*4C,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.4.09.55.034..02.55.166.25.0.05.50.215.*62
-0.18,-0.134,9.785,-0.200317,-0.115142,9.803925,28.718095,77.133205,179.1,$BDGSV.4.2.13.07.49.105.25.6.10.46.149.22.6.03.40.127..16.40.062.17.9*7F,$BDGSV.4.3.13.06.37.066.12.9.20.24.317..25.17.041..01.15.104.*7E,$BDGSV.4.4.13.13.12.181.17.6*4D
-0.651,-0.29,9.707,-0.206161,-0.117263,9.803772,28.718095,77.133205,179.1,$GAGSV.1.1.4.24.59.094.16.8.09.36.083.14.2.03.25.306..15.12.299.*50,$GNRMC.080818.000.A.2843.0857.N.07707.9923.E.0.000.110.52.101219...A*45,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.132,-0.055,9.707,-0.241668,-0.126831,9.802841,28.718095,77.133205,179.1,$PMTKTSX1.57386.-2739.751.36.065.35.674.614c0000.-0.257350.-0.273975.-1.232520.-0.210381.1.460387.-0.271*04,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.024,-0.055,9.707,-0.20198,-0.128555,9.803726,28.718095,77.133205,179.1,$GNACCURACY.4.2*10,$PMTKAGC.080818.000.5041.4924.6327.6572.0.0.0*6D, 
-0.337,-0.134,9.707,-0.176635,-0.125915,9.804245,28.718095,77.133205,179.1, , , 
0.132,-0.134,9.785,-0.193161,-0.120742,9.804001,28.718095,77.133205,179.1, , , 
-0.024,-0.134,9.864,-0.155364,-0.11763,9.804703,28.718093333333332,77.133205,180.1,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
-0.18,-0.134,9.785,-0.069015,-0.109756,9.805786,28.718093333333332,77.133205,180.1,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.22.6.41.55.167.34.0.22.50.316.11.6.14.47.040.18.4*7F,$GPGSV.4.2.15.26.40.145.33.0.01.36.265.14.1.194.35.062..03.28.320.13.7*57
-0.259,-0.134,9.707,-0.072387,-0.107238,9.805786,28.718093333333332,77.133205,180.1,$GPGSV.4.3.15.32.28.069.18.2.193.22.114..16.19.169.16.6.10.15.136.*4B,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.4.71.55.025.15.3.70.32.097.16.9.72.25.327.*45
-0.024,-0.055,9.707,-0.082504,-0.11029,9.805679,28.718093333333332,77.133205,180.1,$GLGSV.3.2.9.74.13.200.21.2.80.13.029..87.08.297..86.07.243.*47,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.8.09.55.034..02.55.166.25.0.05.50.215.*6E
0.054,-0.134,9.864,-0.059036,-0.108993,9.805862,28.718093333333332,77.133205,180.1,$BDGSV.4.2.13.07.49.105.26.0.10.46.149.23.1.03.40.127..16.40.062.17.9*7C,$BDGSV.4.3.13.06.37.066.12.8.20.24.317..25.17.041..01.15.104.*7F,$BDGSV.4.4.13.13.12.181.17.5*4E
0.054,-0.134,9.707,-0.037475,-0.103103,9.80603,28.718093333333332,77.133205,180.1,$GAGSV.1.1.4.24.59.094.22.1.09.36.083.14.2.03.25.306..15.12.299.*5E,$GNRMC.080819.000.A.2843.0856.N.07707.9923.E.0.000.110.52.101219...A*45,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
-0.18,-0.134,9.629,-0.044357,-0.103271,9.806,28.718093333333332,77.133205,180.1,$PMTKTSX1.58386.-2707.218.36.097.35.656.61580000.-0.253556.-0.270722.-0.540529.-0.210381.1.460387.-0.271*58,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
0.211,0.022,9.785,-0.057357,-0.105484,9.805908,28.718093333333332,77.133205,180.1,$GNACCURACY.4.2*10,$PMTKAGC.080819.000.4940.5106.6626.6502.0.0.0*6F, 
0.054,-0.134,9.707,0.001831,-0.101593,9.806122,28.718093333333332,77.133205,180.1, , , 
0.054,-0.134,9.707,0.047592,-0.101638,9.806,28.718093333333332,77.133205,180.1, , , 
-0.024,-0.134,9.785,0.063796,-0.106063,9.805862,28.718093333333332,77.133205,180.1,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
0.132,-0.055,9.629,0.096603,-0.110595,9.805542,28.718093333333332,77.133205,180.1,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.22.6.41.55.167.33.0.22.50.316.13.1.14.47.040.18.2*7B,$GPGSV.4.2.15.26.40.145.28.8.01.36.265.14.1.194.35.062..03.28.320.13.7*55
-0.102,-0.055,9.864,0.148925,-0.113037,9.804855,28.718093333333332,77.133205,180.1,$GPGSV.4.3.15.32.28.069.18.2.193.22.114..16.19.169.13.6.10.15.136.*4E,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.6.71.55.025.15.1.70.32.097.16.8.72.25.327.*44
0.132,-0.134,9.707,0.145156,-0.114044,9.804901,28.718093333333332,77.133205,180.1,$GLGSV.3.2.9.74.13.200.20.9.80.13.029..87.08.297..86.07.243.*4D,$GLGSV.3.3.9.75.02.202.*6C,$BDGSV.4.1.13.23.67.056.17.5.09.55.034..02.55.166.25.0.05.50.215.*63
-0.651,-0.29,9.785,0.132461,-0.113403,9.805099,28.718093333333332,77.133205,180.1,$BDGSV.4.2.13.07.49.105.26.3.10.46.149.23.0.03.40.127..16.40.062.17.9*7E,$BDGSV.4.3.13.06.37.066.12.8.20.24.317..25.17.041..01.15.104.*7F,$BDGSV.4.4.13.13.12.181.17.3*48
0.211,-0.055,9.629,0.106735,-0.115036,9.805389,28.718093333333332,77.133205,180.1,$GAGSV.1.1.4.24.59.094.19.3.09.36.083.17.9.03.25.306..15.12.299.*5C,$GNRMC.080820.000.A.2843.0856.N.07707.9923.E.0.000.110.52.101219...A*4F,$GNVTG.110.52.T..M.0.000.N.0.000.K.A*24
0.054,-0.055,9.707,0.105682,-0.115783,9.805389,28.718093333333332,77.133205,180.1,$PMTKTSX1.59386.-2668.583.36.097.35.633.61680000.-0.249130.-0.266858.-0.562664.-0.210381.1.460387.-0.266*52,$PMTKGEPH.19.1.0.1.1.0.0.0.1.0.1.1.1.0.1.0.1.0.1.0.1.1.1.1.0.1.1.1.0.0.0.1.1*3D,$PMTKGALM.31.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.0.1.1.1.1.1.1.1.1.1.1.1.1.1.1*2A
-0.024,-0.212,9.785,0.07344,-0.115127,9.805695,28.718093333333332,77.133205,180.1,$GNACCURACY.4.2*10,$PMTKAGC.080820.000.4975.4985.6439.6694.0.0.0*61, 
-0.337,-0.055,9.707,0.008651,-0.115661,9.805954,28.718093333333332,77.133205,180.1, , , 
-0.102,-0.134,9.864,-0.038024,-0.11734,9.805862,28.718093333333332,77.133205,180.1, , , 
-0.102,-0.212,9.785,-0.056701,-0.116836,9.805786,28.718093333333332,77.133205,180.1,$GPGSA.A.3.31.22.32.26.01.16.03.14.....1.02.0.66.0.77*06,$GLGSA.A.3.71.73.74.70.........1.02.0.66.0.77*1B,$BDGSA.A.3.23.13.16.07.10.02.06......1.02.0.66.0.77*16
-0.102,-0.134,9.707,-0.103378,-0.116317,9.805405,28.718093333333332,77.133205,180.1,$GAGSA.A.3.09.24...........1.02.0.66.0.77*1F,$GPGSV.4.1.15.31.64.029.22.6.41.55.167.33.0.22.50.316.13.1.14.47.040.18.0*79,$GPGSV.4.2.15.26.40.145.26.1.01.36.265.12.8.194.35.062..03.28.320.13.6*5C
-0.18,-0.134,9.785,-0.116043,-0.119674,9.805222,28.718093333333332,77.133205,180.1,$GPGSV.4.3.15.32.28.069.16.6.193.22.114..16.19.169.13.6.10.15.136.*44,$GPGSV.4.4.15.11.13.253..25.12.045..23.09.286.*4A,$GLGSV.3.1.9.73.72.065.16.4.71.55.025.15.4.70.32.097.16.6.72.25.327.*4D
